,ticker,group_code,company_name,company_short_name
519,HD6,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội,Phát triển nhà số 6 Hà Nội
520,HNP,UpcomIndex,Công ty Cổ phần Hanel Xốp Nhựa,Hanel Xốp Nhựa
521,HSM,UpcomIndex,Tổng Công ty Cổ phần Dệt May Hà Nội,HANOSIMEX
522,HAP,VNINDEX,Công ty Cổ phần Tập Đoàn Hapaco,Tập đoàn Hapaco
523,HTM,UpcomIndex,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần,Thương mại Hà Nội - Hapro
524,HAR,VNINDEX,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,BĐS An Dương Thảo Điền
525,HAS,VNINDEX,Công ty Cổ phần Hacisco,Hacisco
526,HES,UpcomIndex,Công ty Cổ phần Dịch vụ Giải trí Hà Nội,Dịch vụ Giải trí Hà Nội
527,HAT,HNXIndex,Công ty Cổ phần Thương mại Bia Hà Nội,TM Bia Hà Nội
528,GH3,UpcomIndex,Công ty Cổ phần Công trình giao thông Hà Nội,Công trình giao thông Hà Nội
529,HAV,UpcomIndex,Công ty Cổ phần Rượu Hapro,Rượu Hapro
530,HGW,UpcomIndex,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang,Công trình đô thị Hậu Giang
531,HTW,UpcomIndex,Công ty Cổ phần Cấp nước Hà Tĩnh,Cấp nước Hà Tĩnh
532,HAX,VNINDEX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô Hàng Xanh
533,HBC,VNINDEX,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Tập đoàn Xây dựng Hòa Bình
534,HBD,UpcomIndex,Công ty Cổ phần Bao bì PP Bình Dương,Bao bì PP Bình Dương
535,HBH,UpcomIndex,Công ty Cổ phần HABECO - Hải Phòng,HABECO Hải Phòng
536,HBS,HNXIndex,Công ty Cổ phần Chứng khoán Hòa Bình,Chứng khoán Hòa Bình
537,HCC,HNXIndex,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Bê tông Hòa Cầm
538,XDH,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,Đầu tư XD Dân dụng Hà Nội
539,HCD,VNINDEX,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,SX và Thương mại HCD
540,HCI,UpcomIndex,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội,Đầu tư - XD Hà Nội
541,HCM,VNINDEX,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,Chứng khoán TP.HCM
542,HTE,UpcomIndex,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Kinh doanh điện lực TP HCM
543,HCT,HNXIndex,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng 
544,HDA,HNXIndex,Công ty Cổ phần Hãng sơn Đông Á,Hãng sơn Đông Á
545,HDB,VNINDEX,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,HDBank
546,HDC,VNINDEX,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Phát triển Nhà BR-VT
547,HDG,VNINDEX,Công ty Cổ phần Tập đoàn Hà Đô,Tập đoàn Hà Đô
548,HDM,UpcomIndex,Công ty Cổ phần Dệt May Huế,Dệt May Huế
549,HDO,UpcomIndex,Công ty Cổ phần Hưng Đạo Container,Hưng Đạo Container
550,DHD,UpcomIndex,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược Vật Tư Y Tế Hải Dương
551,HDW,UpcomIndex,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Nước sạch Hải Dương
552,HEC,UpcomIndex,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Tư vấn XD Thủy Lợi II (HEC II)
553,HEJ,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Tư vấn Xây dựng Thủy Lợi VN
554,HEM,UpcomIndex,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Chế tạo điện cơ Hà Nội
555,HEP,UpcomIndex,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Môi trường và Công trình đô thị Huế
556,HEV,HNXIndex,Công ty Cổ phần Sách Đại học - Dạy nghề,Sách Đại học - Dạy nghề
557,HFC,UpcomIndex,Công ty Cổ phần Xăng dầu HFC,Xăng dầu HFC
558,HFX,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,XNK Thanh Hà
559,HGM,HNXIndex,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khoáng sản Hà Giang
560,HGT,UpcomIndex,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang
561,HHC,HNXIndex,Công ty Cổ phần Bánh kẹo Hải Hà,Bánh kẹo Hải Hà
562,HHG,HNXIndex,Công ty Cổ phần Hoàng Hà,Vận tải Hoàng Hà
563,HHN,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải và DV Hàng hóa Hà Nội
564,HHP,VNINDEX,Công ty Cổ phần Giấy Hoàng Hà Hải Phòng,Giấy Hoàng Hà Hải Phòng
565,HHR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Hải,Đường sắt Hà Hải
566,HHS,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Đầu tư DV Hoàng Huy
567,TCH,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,ĐT DV Tài chính Hoàng Huy
568,HSL,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Thực phẩm Hồng Hà
569,HIG,UpcomIndex,Công ty Cổ phần Tập Đoàn HIPT,Tập Đoàn HIPT
570,HPI,UpcomIndex,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Khu công nghiệp Hiệp Phước
571,HIZ,UpcomIndex,Công ty Cổ phần Khu công nghiệp Hố Nai,Khu công nghiệp Hố Nai
572,HJS,HNXIndex,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu
573,HKB,UpcomIndex,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Thực phẩm Hà Nội - Kinh Bắc
574,HKP,UpcomIndex,Công ty Cổ phần Bao bì Hà Tiên,Bao bì Hà Tiên
575,HKT,HNXIndex,Công ty Cổ phần Đầu tư Ego Việt Nam,Đầu tư Ego Việt Nam
576,HLA,UpcomIndex,Công ty Cổ phần Hữu Liên Á Châu,Hữu Liên Á Châu
577,HLC,HNXIndex,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm
578,HLD,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản HUDLAND
579,HLG,UpcomIndex,Công ty Cổ phần Tập đoàn Hoàng Long,Tập đoàn Hoàng Long
580,HLR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Lạng,Đường sắt Hà Lạng
581,HLS,UpcomIndex,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Sứ Hoàng Liên Sơn
582,HLY,UpcomIndex,Công ty Cổ phần Gốm Xây Dựng Yên Hưng,Gốm Xây Dựng Yên Hưng
583,HMC,VNINDEX,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM
584,HMS,UpcomIndex,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,XD Bảo tàng Hồ Chí Minh
585,HMG,UpcomIndex,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim Khí Hà Nội
586,HMH,HNXIndex,Công ty Cổ phần Hải Minh,Tập đoàn Hải Minh
587,BKH,UpcomIndex,Công ty Cổ phần Bánh mứt kẹo Hà Nội,Bánh mứt kẹo Hà Nội
588,DCH,UpcomIndex,Công ty Cổ phần Địa chính Hà Nội,Địa chính Hà Nội
589,HAF,UpcomIndex,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm Hà Nội
590,HNG,VNINDEX,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Nông nghiệp Quốc tế HAGL
591,HNA,UpcomIndex,Công ty Cổ phần Thủy điện Hủa Na,Thủy điện Hủa Na
592,HNM,UpcomIndex,Công ty Cổ phần Sữa Hà Nội,HANOIMILK
593,DHN,UpcomIndex,Công ty Cổ phần Dược phẩm Hà Nội,Dược Hà Nội
594,HRT,UpcomIndex,Công ty Cổ phần Vận tải đường sắt Hà Nội,Vận tải đường sắt Hà Nội
595,TSJ,UpcomIndex,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco
596,HJC,UpcomIndex,Công ty Cổ phần Hòa Việt,Công ty Cổ phần Hòa Việt
597,HOM,HNXIndex,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai
598,HOT,VNINDEX,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An
599,HPB,UpcomIndex,Công ty Cổ phần Bao bì PP,Bao bì PP
600,HAC,UpcomIndex,Công ty Cổ phần Chứng khoán Hải Phòng,Chứng khoán Hải Phòng
601,CCP,UpcomIndex,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Cảng Cửa Cấm
602,HPD,UpcomIndex,Công ty Cổ phần Thủy điện Đăk Đoa,Thủy điện Đăk Đoa
603,HPG,VNINDEX,Công ty Cổ phần Tập đoàn Hòa Phát,Hòa Phát
604,HPH,UpcomIndex,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa Chất Hưng Phát Hà Bắc
605,HPM,UpcomIndex,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khoáng sản Hoàng Phúc
606,HPP,UpcomIndex,Công ty Cổ phần Sơn Hải Phòng,Sơn Hải Phòng
607,DPH,UpcomIndex,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng
608,HPT,UpcomIndex,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,DV Công nghệ Tin học HPT
609,TUG,UpcomIndex,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Lai dắt và VT cảng Hải Phòng
610,HPW,UpcomIndex,Công ty Cổ phần Cấp nước Hải Phòng,Cấp nước Hải Phòng
611,HQC,VNINDEX,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Địa ốc Hoàng Quân
612,HRB,UpcomIndex,Công ty Cổ phần Harec Đầu tư và Thương Mại,Harec Đầu tư và Thương Mại
613,HRC,VNINDEX,Công ty Cổ phần Cao su Hòa Bình,Cao su Hòa Bình
614,HSA,UpcomIndex,Công ty Cổ phần HESTIA,HESTIA
615,HSG,VNINDEX,Công ty Cổ phần Tập đoàn Hoa Sen,Tập đoàn Hoa Sen
616,HSI,UpcomIndex,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Phân bón Hóa sinh
617,HSP,UpcomIndex,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Sơn Tổng hợp Hà Nội
618,HT1,VNINDEX,Công ty Cổ phần Xi măng VICEM Hà Tiên,VICEM Hà Tiên
619,HTC,HNXIndex,Công ty Cổ phần Thương mại Hóc Môn,Thương mại Hóc Môn
620,HTG,UpcomIndex,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Dệt may Hòa Thọ
621,HTI,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,PT Hạ tầng IDICO
622,HTN,VNINDEX,Công ty Cổ phần Hưng Thịnh Incons,Hưng Thịnh Incons
623,HTL,VNINDEX,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô Trường Long
624,HTP,HNXIndex,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,In SGK Hòa Phát
625,HTR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Thái,Đường sắt Hà Thái
626,HTT,UpcomIndex,Công ty Cổ phần Thương mại Hà Tây,Thương mại Hà Tây
627,HTV,VNINDEX,Công ty Cổ phần Logistics Vicem,Logistics Vicem
628,HU1,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng HUD1
629,HU3,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng HUD3
630,HU4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Đầu tư và Xây dựng HUD4
631,HD2,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Đầu tư phát triển nhà HUD 2
632,HU6,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,PT Nhà và Đô thị HUD6
633,HD8,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,PT Nhà và Đô thị HUD8
634,HWS,UpcomIndex,Công ty Cổ phần Cấp nước Thừa Thiên Huế,Cấp nước Thừa Thiên Huế
635,HNI,UpcomIndex,Công ty Cổ phần May Hữu Nghị,May Hữu Nghị
636,HUG,UpcomIndex,Tổng công ty May Hưng Yên - Công ty Cổ phần,May Hưng Yên
637,HUT,HNXIndex,Công ty Cổ phần Tasco,HUD - Tasco
638,HNF,UpcomIndex,Công ty Cổ phần Thực phẩm Hữu Nghị,Bánh kẹo Hữu Nghị
639,HVA,UpcomIndex,Công ty Cổ phần Đầu tư HVA,Đầu tư HVA
640,HVH,VNINDEX,Công ty Cổ phần Đầu tư và Công nghệ HVC,Đầu tư và Công nghệ HVC
641,HVG,UpcomIndex,Công ty Cổ phần Hùng Vương,Thủy sản Hùng Vương
642,HVT,HNXIndex,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất Việt trì
643,HVX,VNINDEX,Công ty Cổ phần Xi măng Vicem Hải Vân,Xi măng Vicem Hải Vân
644,L40,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng 40,Đầu tư và Xây dựng 40
645,IBC,VNINDEX,Công ty Cổ phần Đầu tư APAX Holdings,Đầu tư APAX Holdings
646,ICC,UpcomIndex,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng công nghiệp
647,ILB,VNINDEX,Công ty Cổ phần ICD Tân Cảng - Long Bình,ICD Tân Cảng Long Bình
648,ICF,UpcomIndex,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản,Đầu tư Thương mại Thủy sản
649,ICG,HNXIndex,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng Sông Hồng
650,ICI,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Đầu tư và XD Công nghiệp
651,CC4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng số 4,ĐT và XD số 4
652,IDI,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Đầu tư và PT Đa Quốc Gia
653,IDC,HNXIndex,Tổng Công ty IDICO - CTCP,IDICO
654,MCI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Đầu tư Xây dựng và Phát triển Vật liệu IDICO
655,IDJ,HNXIndex,Công ty Cổ phần Đầu tư IDJ Việt Nam,Đầu tư IDJ Việt Nam
656,IDP,UpcomIndex,Công ty Cổ phần Sữa Quốc tế,Sữa Quốc tế
657,IDV,HNXIndex,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,PT Hạ tầng Vĩnh Phúc
658,IFS,UpcomIndex,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm Quốc tế
659,IHK,UpcomIndex,Công ty Cổ phần In Hàng Không,In Hàng Không
660,IJC,VNINDEX,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex IJC
661,ILA,UpcomIndex,Công ty Cổ phần ILA,Công ty ILA
662,ILC,UpcomIndex,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hợp tác lao động với nước ngoài
663,IME,UpcomIndex,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Xây lắp Công nghiệp
664,IMP,VNINDEX,Công ty Cổ phần Dược phẩm IMEXPHARM,IMEXPHARM
665,IN4,UpcomIndex,Công ty Cổ phần In số 4,In số 4
666,IBD,UpcomIndex,Công ty Cổ phần In Tổng hợp Bình Dương,In Tổng hợp Bình Dương
667,INC,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư IDICO,Tư vấn Đầu tư IDICO
668,DDG,HNXIndex,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Đầu tư CN XNK Đông Dương
669,INN,HNXIndex,Công ty Cổ phần Bao bì và In Nông nghiệp,Bao bì và In Nông Nghiệp
670,IRC,UpcomIndex,Công ty Cổ phần Cao su Công nghiệp,Cao su Công nghiệp
671,ILS,UpcomIndex,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,TM và Dịch vụ Quốc tế
672,IPA,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tập đoàn Đầu tư I.P.A
673,ISG,UpcomIndex,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải biển và Hợp tác LĐ Quốc Tế
674,IST,UpcomIndex,Công ty Cổ phần ICD Tân Cảng Sóng Thần,ICD Tân Cảng Sóng Thần
675,ITA,VNINDEX,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Đầu tư CN Tân Tạo
676,ITS,UpcomIndex,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Thương mại và DV - Vinacomin
677,ITC,VNINDEX,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Đầu tư kinh doanh Nhà
678,ITD,VNINDEX,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Tiên Phong
679,ITQ,HNXIndex,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang
680,IVS,HNXIndex,Công ty Cổ phần Chứng khoán Goutai Junan (Việt Nam),Chứng khoán Goutai Junan (Việt Nam)
681,JVC,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Đầu tư và Phát triển Y tế Việt Nhật
682,KAC,UpcomIndex,Công ty Cổ phần Đầu tư Địa ốc Khang An,Địa ốc Khang An
683,KBC,VNINDEX,Tổng Công ty Phát triển Đô thị Kinh Bắc,TCT Đô thị Kinh Bắc
684,KCE,UpcomIndex,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Bê tông Ly tâm ĐL Khánh Hòa
685,KDC,VNINDEX,Công ty Cổ phần Tập đoàn KIDO,Tập đoàn KIDO
686,KDH,VNINDEX,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Nhà Khang Điền
687,KDM,HNXIndex,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL
688,KTC,UpcomIndex,Công ty Cổ phần Thương mại Kiên Giang,Thương mại Kiên Giang
689,KHA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,Đầu tư và DV Khánh Hội
690,KHG,VNINDEX,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Tập đoàn Khải Hoàn Land
691,KHW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Cấp thoát nước Khánh Hòa
692,KHL,UpcomIndex,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,VLXD Hưng Long
693,KHP,VNINDEX,Công ty Cổ phần Điện lực Khánh Hòa,Điện lực Khánh Hòa
694,KGM,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,XNK Kiên Giang
695,KHS,HNXIndex,Công ty Cổ phần Kiên Hùng,Thủy sản Kiên Hùng
696,KKC,HNXIndex,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái
697,KLB,UpcomIndex,Ngân hàng Thương mại Cổ phần Kiên Long,Ngân hàng Kiên Long
698,KLF,HNXIndex,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Global
699,KLM,UpcomIndex,Công ty Cổ phần Kim loại màu Nghệ Tĩnh,Kim loại màu Nghệ Tĩnh
700,GKM,HNXIndex,Công ty Cổ phần Khang Minh Group,Khang Minh Group
701,KMR,VNINDEX,Công ty Cổ phần Mirae,MIRAE
702,KMT,HNXIndex,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung
703,KOS,VNINDEX,Công ty Cổ phần KOSY,Công ty KOSY
704,KPF,VNINDEX,Công ty Cổ phần Đầu tư Tài sản KOJI,Đầu tư Tài sản KOJI
705,KSB,VNINDEX,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương
706,KSD,HNXIndex,Công ty Cổ phần Đầu tư DNA,Đầu tư DNA
707,KSH,UpcomIndex,Công ty Cổ phần Damac GLS,Damac GLS
708,KHD,UpcomIndex,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Khoáng sản Hải Dương
709,KSK,UpcomIndex,Công ty Cổ phần Khoáng sản luyện kim màu,Khoáng sản luyện kim màu
710,LMC,UpcomIndex,Công ty Cổ phần Long Beach LMC,Khoáng sản LATCA
711,KSQ,HNXIndex,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Việt Nam
712,KSS,UpcomIndex,Tổng Công ty Cổ phần Khoáng sản Na Rì Hamico,Na Rì Hamico
713,KST,HNXIndex,Công ty Cổ phần KASATI,KASATI
714,KSV,HNXIndex,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV
715,KTL,UpcomIndex,Công ty Cổ phần Kim khí Thăng Long,Kim khí Thăng Long
716,KTS,HNXIndex,Công ty Cổ phần Đường Kon Tum,Đường Kon Tum
717,KTT,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư KTT,Tập đoàn Đầu tư KTT
718,KTU,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Kon Tum,Môi trường Đô thị Kon Tum
719,KVC,HNXIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,XNK Inox Kim Vĩ
720,L10,VNINDEX,Công ty Cổ phần Lilama 10,LILAMA 10
721,L14,HNXIndex,Công ty Cổ phần Licogi 14,Licogi 14
722,L18,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng số 18,LICOGI - 18
723,L35,HNXIndex,Công ty Cổ phần Cơ khí Lắp máy Lilama,Cơ khí Lilama
724,L43,HNXIndex,Công ty Cổ phần Lilama 45.3,LILAMA 45.3
725,L44,UpcomIndex,Công ty Cổ phần Lilama 45.4,LILAMA 45.4
726,L45,UpcomIndex,Công ty Cổ phần Lilama 45.1,Lilama 45.1
727,L61,HNXIndex,Công ty Cổ phần Lilama 69-1,LILAMA 69-1
728,L62,HNXIndex,Công ty Cổ phần Lilama 69 - 2,LILAMA 69.2
729,L63,UpcomIndex,Công ty Cổ phần Lilama 69-3,Lilama 69-3
730,LAF,VNINDEX,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Chế biến Hàng XK Long An
731,LMI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Lắp máy IDICO
732,DKC,UpcomIndex,Công ty Cổ phần Chợ Lạng Sơn,Chợ Lạng Sơn
733,LSG,UpcomIndex,Công ty Cổ phần Bất động sản Sài Gòn Vi na,BĐS Sài Gòn Vina
734,LAS,HNXIndex,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất Lâm Thao
735,LAW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Long An,Cấp thoát nước Long An
736,LBC,UpcomIndex,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Thương mại - Đầu tư Long Biên
737,LBE,HNXIndex,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Sách và Thiết bị Trường học Long An
738,LBM,VNINDEX,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Khoáng sản Lâm Đồng
739,LCC,UpcomIndex,Công ty Cổ phần Xi măng Hồng Phong,Xi măng Hồng Phong
740,LCD,HNXIndex,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Thí nghiệm cơ điện
741,LCG,VNINDEX,Công ty Cổ phần Lizen,LIZEN
742,LQN,UpcomIndex,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quảng Ngãi
743,LCM,UpcomIndex,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khoáng sản Lào Cai
744,LCS,HNXIndex,Công ty Cổ phần Licogi 16.6,Licogi 16.6
745,LCW,UpcomIndex,Công ty Cổ phần Nước sạch Lai Châu,Nước sạch Lai Châu
746,LWS,UpcomIndex,Công ty Cổ phần Cấp nước Tỉnh Lào Cai,Cấp nước Lào Cai
747,LDG,VNINDEX,Công ty Cổ phần Đầu tư LDG,Đầu tư LDG
748,LDP,HNXIndex,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược Lâm Đồng - Ladophar
749,LDW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Cấp thoát nước Lâm Đồng
750,LGM,UpcomIndex,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Giày da và may mặc XK (Legamex)
751,LGC,VNINDEX,Công ty Cổ phần Đầu tư Cầu đường CII,Đầu tư Cầu đường CII
752,LGL,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Long Giang Land
753,LHC,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng
754,LHG,VNINDEX,Công ty Cổ phần Long Hậu,KCN Long Hậu
755,LIC,UpcomIndex,Tổng Công ty LICOGI - Công ty Cổ phần,LICOGI
756,L12,UpcomIndex,Công ty Cổ phần Licogi 12,LICOGI 12
757,LG9,UpcomIndex,Công ty Cổ phần Cơ giới và Xây lắp số 9,Cơ giới và XL số 9 (Licogi 9)
758,LIG,HNXIndex,Công ty Cổ phần Licogi 13,Licogi 13
759,LLM,UpcomIndex,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,LILAMA
760,LAI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,XD Long An IDICO
761,AMS,UpcomIndex,Công ty Cổ phần Cơ khí Xây dựng AMECC,Cơ khí Xây dựng AMECC (Xây dựng LISEMCO 2)
762,LIX,VNINDEX,Công ty Cổ phần Bột giặt LIX,Bột giặt LIX
763,LKW,UpcomIndex,Công ty Cổ phần Cấp nước Long Khánh,Cấp nước Long Khánh
764,LM3,UpcomIndex,Công ty Cổ phần Lilama 3,Lilama 3
765,LM7,HNXIndex,Công ty Cổ phần Lilama 7,LILAMA 7
766,LM8,VNINDEX,Công ty Cổ phần Lilama 18,LILAMA 18
767,LMH,UpcomIndex,Công ty Cổ phần Quốc Tế Holding,Quoc te Holding
768,LNC,UpcomIndex,Công ty Cổ phần Lệ Ninh,Lệ Ninh - Quảng Bình
769,LO5,UpcomIndex,Công ty Cổ phần Lilama 5,LILAMA 5
770,LSS,VNINDEX,Công ty Cổ phần Mía đường Lam Sơn,Mía đường Lam Sơn
771,LTC,UpcomIndex,Công ty Cổ phần Điện nhẹ Viễn Thông,Điện nhẹ Viễn thông
772,LUT,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Đầu tư Xây dựng Lương Tài
773,LPB,VNINDEX,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LienViet Post Bank
774,MAC,HNXIndex,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
